p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,u_ar_car,u_ar_nit,u_ar_hyd_exc,u_ar_oxy_exc
30.347,29.121,20.803,19.728,1.862,34.338,1.099,2.438,9.113
27.662,27.714,28.314,16.311,2.61,30.408,0.878,2.292,7.836
30.222,29.489,17.788,22.502,2.315,37.35,1.099,2.562,8.664
29.11,27.982,24.377,18.531,2.365,32.572,0.901,2.343,8.333
28.398,28.266,24.453,18.883,2.489,33.403,0.916,2.442,7.898
31.174,28.634,18.325,21.866,2.135,36.188,1.191,2.432,8.556
30.709,28.914,17.739,22.639,2.191,36.861,1.244,2.491,8.766
30.726,28.989,18.213,22.072,2.218,36.335,1.228,2.459,8.821
30.413,29.017,18.416,22.155,2.214,36.241,1.213,2.441,9.063
30.875,28.085,21.076,19.965,2.101,34.128,1.119,2.3,8.4
31.959,29.058,19.475,19.507,2.467,34.294,1.063,2.346,8.395
33.168,29.073,18.102,19.658,2.244,34.327,1.071,2.318,8.77
29.255,30.045,22.809,17.891,2.483,33.717,1.057,2.376,8.303
33.669,29.272,18.072,18.987,2.288,33.802,1.032,2.14,8.997
33.468,29.204,17.862,19.467,2.306,34.337,1.052,2.296,8.68
33.786,29.325,18.731,18.158,2.34,33.456,1.015,2.24,8.431
33.475,29.292,18.348,18.885,2.302,34.005,1.058,2.287,8.524
33.521,29.754,17.708,19.017,2.238,34.518,1.076,2.316,8.623
33.507,29.625,17.216,19.651,2.193,35.002,1.1,2.368,8.613
33.835,29.012,18.119,19.034,2.093,33.966,1.054,2.295,8.637
32.801,29.152,18.201,19.847,2.255,34.447,1.061,2.299,8.936
31.884,29.046,19.392,19.677,2.189,34.28,1.074,2.338,8.843
32.467,28.695,18.201,20.637,2.251,35.022,1.08,2.343,8.636
33.11,28.431,18.18,20.278,2.224,34.461,1.058,2.297,8.671
32.78,28.632,18.785,19.803,2.211,34.232,1.051,2.273,8.668
34.396,28.32,17.971,19.314,2.255,33.832,1.034,2.244,8.268
32.304,28.409,20.616,18.67,2.227,33.159,1.031,2.231,8.431
32.64,28.6,19.63,19.13,2.188,33.676,1.057,2.254,8.556
32.23,28.614,20.155,19.001,2.207,33.588,1.053,2.258,8.508
34.894,27.974,18.498,18.634,2.369,32.385,0.957,2.148,8.748
32.429,28.004,20.446,19.122,2.286,33.424,1.036,2.257,8.123
31.657,28.903,20.722,18.718,2.119,33.256,1.043,2.26,8.943
31.657,28.903,20.722,18.718,2.119,33.248,1.043,2.26,8.952
29.535,29.181,20.253,21.031,2.155,35.459,1.155,2.446,8.998
28.752,28.839,23.891,18.518,2.139,35.204,1.146,2.499,6.37
31.553,28.487,21.067,18.892,2.374,33.144,1.034,2.225,8.603
32.216,27.884,20.915,18.984,2.285,32.889,1.044,2.219,8.432
31.988,28.187,21.512,18.313,2.231,32.641,1.025,2.214,8.39
31.971,28.1,21.686,18.242,2.271,32.602,1.001,2.191,8.278
32.209,28.491,21.149,18.15,2.376,32.965,1.008,2.235,8.057
35.589,27.757,17.279,19.375,2.397,33.297,0.976,2.175,8.286
35.517,27.819,16.783,19.881,2.336,33.775,0.987,2.199,8.403
34.744,27.981,17.898,19.377,2.365,32.98,0.965,2.161,8.887
31.5,29.082,20.998,18.42,2.37,32.666,1.006,2.143,9.316
33.136,28.886,18.264,19.713,2.372,33.885,0.988,2.212,9.143
33.034,28.931,18.841,19.194,2.426,33.438,0.979,2.189,9.094
33.353,28.577,19.931,18.139,2.326,32.514,0.945,2.165,8.766
29.724,28.95,24.365,16.961,2.802,31.684,0.942,2.168,8.315
34.592,28.148,17.757,19.503,2.399,33.115,0.95,2.135,9.053
33.357,29.073,15.589,21.981,2.007,36.04,1.135,2.349,9.522
35.224,27.467,19.344,17.965,2.457,31.429,0.951,2.066,8.53
33.209,28.552,18.978,19.262,2.322,33.237,0.983,2.187,9.084
35.861,28.377,15.159,20.603,1.94,34.54,1.086,2.276,9.139
32.588,29.314,18.991,19.106,2.264,33.62,1.037,2.242,9.258
32.189,29.654,15.351,22.806,1.939,37.014,1.198,2.442,9.867
33.536,29.037,14.975,22.452,1.883,36.451,1.178,2.409,9.568
33.181,28.878,15.192,22.749,1.885,36.257,1.179,2.395,9.91
32.949,29.204,15.437,22.41,2.044,36.412,1.186,2.409,9.564
35.435,28.695,15.55,20.32,1.846,34.336,1.087,2.279,9.468
33.27,29.234,16.453,21.043,1.988,35.333,1.142,2.302,9.513
33.244,28.992,15.678,22.086,1.907,36.29,1.162,2.407,9.313
33.794,28.831,15.893,21.482,1.882,35.308,1.114,2.337,9.672
34.192,28.59,15.333,21.885,1.853,35.775,1.163,2.344,9.341
33.327,28.89,16.714,21.069,1.941,35.234,1.15,2.307,9.325
33.157,29.084,17.075,20.683,1.988,34.824,1.114,2.261,9.58
31.632,29.134,17.603,21.631,2.077,35.742,1.156,2.333,9.458
32.166,28.866,17.747,21.221,2.089,35.191,1.131,2.281,9.395
32.464,28.971,17.507,21.058,2.053,35.328,1.126,2.301,9.221
29.448,30.348,17.238,22.966,1.944,37.687,1.259,2.509,9.917
34.634,27.785,16.875,20.706,1.999,34.308,1.107,2.234,8.844
28.513,29.193,24.073,18.221,3.092,33.358,1.073,2.284,7.606
29.205,29.118,22.775,18.902,2.167,33.511,1.117,2.251,8.972
28.66,29.698,22.305,19.336,2.284,34.469,1.133,2.307,8.841
31.009,28.349,20.259,20.383,2.379,34.268,1.086,2.349,8.651
30.068,29.405,20.937,19.59,2.503,34.396,1.074,2.356,8.666
30.057,28.14,23.933,17.87,2.067,31.826,1.009,2.195,8.912
29.64,28.834,22.046,19.48,2.14,33.581,1.033,2.282,9.278
31.217,28.109,20.287,20.387,2.421,34.162,1.077,2.279,8.558
30.67,27.931,23.317,18.081,2.249,31.873,1.029,2.198,8.664
29.591,28.844,22.271,19.294,2.584,33.628,1.045,2.267,8.613
28.436,28.247,26.488,16.829,2.257,31.176,1.012,2.158,8.472
27.965,28.494,25.729,17.813,2.664,32.388,0.995,2.227,8.032
27.57,27.449,28.315,16.666,2.395,30.55,0.967,2.146,8.057
27.916,27.337,27.278,17.469,2.341,31.158,0.987,2.179,8.14
29.195,27.789,25.28,17.736,2.295,31.828,1.004,2.247,8.151
30.066,28.943,20.913,20.078,2.226,34.468,1.072,2.325,8.929
30.54,28.691,20.669,20.099,2.386,34.514,1.075,2.357,8.458
29.114,29.175,22.314,19.397,2.001,34.026,1.125,2.314,9.106
29.412,29.233,20.872,20.483,2.082,34.579,1.091,2.33,9.635
29.553,29.221,20.208,21.018,2.098,35.219,1.115,2.373,9.433
34.878,28.66,15.878,20.584,2.369,35.031,1.024,2.268,8.552
31.704,28.913,17.549,21.835,2.378,35.934,1.071,2.358,9.006
35.577,28.254,15.559,20.61,2.429,34.408,0.993,2.235,8.8
34.785,28.922,16.304,19.99,2.356,34.622,0.995,2.203,8.736
33.659,28.331,17.345,20.665,2.125,34.602,1.034,2.235,8.999
34.755,28.698,15.966,20.581,2.367,34.78,0.986,2.244,8.902
33.691,29.087,16.879,20.343,2.352,34.862,1,2.236,8.979
35.405,28.875,15.828,19.892,2.302,34.576,0.995,2.216,8.678
32.882,28.958,17.369,20.791,2.252,34.955,1.025,2.24,9.277
31.936,29.293,17.789,20.982,2.384,35.62,1.039,2.286,8.946
32.319,29.92,17.11,20.651,2.341,35.716,1.014,2.293,9.207
29.742,29.578,19.916,20.764,2.07,35.544,1.083,2.35,9.294
34.451,29.495,15.695,20.359,2.206,35.241,0.981,2.243,9.182
32.306,30.287,16.943,20.465,2.083,35.587,1.008,2.258,9.816
31.941,30.263,17.345,20.452,2.269,35.689,0.99,2.266,9.501
33.534,29.475,17.111,19.88,2.275,34.74,0.978,2.221,9.14
33.018,29.698,17.58,19.704,2.307,34.619,0.966,2.215,9.294
31.848,30.541,16.826,20.785,2.252,36.217,1.02,2.349,9.488
35.165,28.369,16.359,20.107,2.399,34.319,0.986,2.205,8.567
29.812,29.053,21.105,20.03,2.15,34.668,1.05,2.305,8.909
31.574,29.33,17.739,21.357,2.153,35.871,1.064,2.344,9.255
29.643,29.153,20.987,20.218,2.19,34.492,1.099,2.36,9.229
29.106,29.582,21.647,19.665,2.19,34.552,1.091,2.346,9.068
29.949,28.217,22.501,19.333,2.151,33.553,1.042,2.263,8.541
32.278,30.246,16.363,21.113,2.416,36.358,1.045,2.363,9.177
32.441,30.081,17.938,19.539,2.381,35.039,1.024,2.277,8.899
31.443,30.252,17.553,20.752,2.566,36.067,1.061,2.342,8.968
32.341,29.125,18.009,20.525,2.36,35.03,1.029,2.295,8.935
34.584,28.643,15.505,21.268,2.31,35.743,1.094,2.335,8.428
32.596,29.552,17.522,20.33,2.419,35.263,1.06,2.349,8.791
30.48,31.118,19.967,18.435,2.475,34.644,1.01,2.307,9.116
31.146,30.78,18.424,19.65,2.536,35.596,1.07,2.362,8.867
33.344,29.495,15.781,21.38,2.305,36.115,1.071,2.392,8.993
35.129,29.14,14.429,21.303,2.192,36.157,1.084,2.409,8.599
34.958,29.902,14.179,20.962,2.341,36.525,1.099,2.446,8.453
31.892,28.196,20.771,19.141,2.149,33.646,1.054,2.287,8.202
35.571,28.674,14.751,21.004,2.307,35.779,1.09,2.356,8.146
32.166,28.985,17.397,21.452,2.275,36.097,1.113,2.423,8.529
31.254,27.451,24.216,17.079,2.097,31.223,1.008,2.181,8.02
28.421,29.661,22.568,19.35,2.534,35.162,1.107,2.361,7.846
29.69,29.238,21.441,19.631,2.493,34.762,1.11,2.386,8.117
33.171,29.381,16.489,20.959,2.19,36.238,1.12,2.465,8.328
34.254,28.137,17.291,20.319,2.463,34.638,1.05,2.293,8.011
33.259,28.752,15.8,22.19,2.258,36.754,1.121,2.461,8.348
33.752,28.793,15.449,22.006,2.333,36.436,1.126,2.446,8.46
33.942,28.195,17.355,20.508,2.327,35.264,1.075,2.337,7.7
31.549,28.826,19.193,20.432,2.315,35.318,1.158,2.463,8.004
29.083,27.769,24.926,18.222,2.678,32.468,1.06,2.275,7.51
33.167,29.384,15.142,22.307,2.327,37.304,1.147,2.488,8.425
30.362,28.936,19.411,21.291,1.897,35.821,1.202,2.47,8.838
34.344,29.424,14.855,21.377,2.179,36.248,1.102,2.45,8.822
33.99,29.031,16.507,20.473,2.3,35.386,1.073,2.356,8.389
33.483,28.843,15.458,22.216,2.204,36.625,1.106,2.438,8.686
35.673,28.308,14.218,21.801,2.081,35.875,1.092,2.395,8.667
34.863,28.703,15.519,20.915,2.269,35.551,1.073,2.396,8.329
34.111,29.09,15.03,21.77,2.329,36.426,1.103,2.399,8.602
33.614,29.159,15.065,22.162,2.332,37.277,1.129,2.496,8.087
35.43,28.24,15.1,21.23,2.194,35.653,1.081,2.394,8.149
35.182,27.993,15.908,20.917,2.22,34.857,1.074,2.349,8.411
36.112,27.552,15.177,21.159,2.293,34.6,1.049,2.289,8.48
31.599,29.172,18.932,20.296,2.878,35.852,1.115,2.455,7.169
29.145,27.202,26.281,17.373,2.964,31.497,1.03,2.177,6.907
30.692,29.079,18.604,21.626,2.439,36.27,1.207,2.455,8.333
29.7,28.845,22.394,19.061,2.45,33.946,1.117,2.308,8.085
29.897,28.238,22.345,19.52,2.534,34.039,1.134,2.319,7.733
31.675,29.089,17.73,21.505,2.307,35.486,1.094,2.403,9.304
32.351,28.266,18.088,21.294,2.034,35.206,1.155,2.355,8.811
32.49,29.104,18.808,19.598,2.467,34.425,1.094,2.275,8.441
34.852,29.282,16.075,19.791,2.205,34.551,1.07,2.25,8.997
30.774,28.614,20.046,20.565,1.897,34.868,1.2,2.377,8.837
33.958,28.24,17.226,20.577,2.111,34.37,1.101,2.246,8.988
31.121,29.866,18.463,20.551,2.866,36.046,1.15,2.373,7.982
31.721,29.293,20.076,18.909,2.575,34.152,1.1,2.273,8.102
31.129,29.051,20.684,19.136,2.524,33.935,1.134,2.294,8.301
30.451,28.5,21.739,19.31,2.112,33.573,1.156,2.252,8.717
29.386,29.079,21.419,20.116,2.087,34.983,1.201,2.381,8.542
29.693,28.794,21.849,19.664,2.38,34.329,1.156,2.324,8.268
31.462,29.067,17.499,21.972,2.387,36.623,1.215,2.426,8.389
29.854,29.283,20.402,20.461,2.463,35.484,1.173,2.386,8.238
28.843,28.743,23.122,19.292,2.601,33.809,1.058,2.342,8.225
30.327,27.876,21.684,20.113,2.432,33.675,1.07,2.332,8.481
30.882,29.162,19.146,20.81,2.366,35.399,1.129,2.425,8.653
32.53,27.98,19.393,20.096,2.284,33.707,1.086,2.302,8.697
29.568,28.596,23.713,18.123,2.272,32.763,1.046,2.252,8.386
30.639,29.656,18.947,20.758,2.199,35.726,1.15,2.415,8.924
30.285,29.314,21.221,19.18,2.351,33.915,1.055,2.331,8.842
29.537,29.497,23.323,17.643,2.488,32.83,0.994,2.267,8.561
30.268,29.253,20.89,19.589,2.41,34.056,1.05,2.303,9.023
29.889,29.442,21.167,19.502,2.108,34.144,1.088,2.34,9.264
29.309,28.661,21.746,20.283,2.088,34.199,1.087,2.313,9.257
29.688,28.824,22.432,19.056,2.131,33.481,1.057,2.284,8.928
27.178,29.877,22.882,20.063,2.227,34.793,1.105,2.354,9.461
28.513,28.405,24.293,18.789,2.217,32.669,1.028,2.249,9.031
28.268,29.265,21.981,20.486,1.836,34.705,1.127,2.391,9.693
29.108,28.983,20.959,20.95,2.204,35.016,1.106,2.393,9.214
30.241,29.553,19.782,20.424,2.243,34.93,1.1,2.371,9.334
30.203,30.134,17.031,22.632,2.154,37.213,1.166,2.53,9.702
27.401,31.081,19.877,21.641,2.1,37.009,1.179,2.548,9.886
28.912,30.482,19.594,21.012,2.131,36.026,1.158,2.477,9.702
30.098,29.631,22.036,18.235,2.208,33.208,1.154,2.327,8.969
29.55,29.958,20.4,20.092,2.317,35.383,1.183,2.483,8.683
29.728,29.482,21.144,19.646,2.382,34.363,1.166,2.412,8.805
28.891,29.099,22.858,19.152,2.336,33.854,1.114,2.245,8.702
30.837,29.053,18.421,21.69,2.235,36.299,1.251,2.536,8.421
30.125,29.798,17.787,22.29,2.461,37.499,1.314,2.638,8.177
31.106,30.382,16.204,22.309,2.244,37.784,1.315,2.635,8.712
29.807,30.482,16.966,22.745,2.253,37.999,1.299,2.632,9.044
28.627,31.109,16.465,23.8,2.248,39.324,1.368,2.686,9.282
29.741,31.66,14.416,24.183,1.805,39.996,1.414,2.727,9.901
29.656,29.91,20.188,20.246,2.073,35.001,1.187,2.446,9.449
28.756,29.838,20.998,20.408,2.172,35.294,1.187,2.441,9.153
28.742,30.004,21.452,19.802,2.326,34.902,1.176,2.416,8.986
29.293,30.104,18.626,21.977,2.127,36.695,1.232,2.536,9.49
30.962,29.575,20.535,18.928,2.195,34.274,1.15,2.414,8.469
30.187,30.052,21.335,18.426,2.442,34.108,1.147,2.388,8.394
29.801,29.94,20.713,19.547,2.381,34.742,1.174,2.429,8.761
30.091,29.068,20.621,20.221,2.087,34.408,1.199,2.425,9.169
29.515,30.509,20.448,19.529,1.847,35.036,1.203,2.406,9.545
30.801,29.847,21.55,17.802,2.22,33.308,1.089,2.291,8.742
29.166,30.587,21.666,18.58,2.063,34.143,1.124,2.384,9.455
26.794,31.937,21.577,19.692,2.202,36.025,1.191,2.51,9.701
30.077,30.427,19.828,19.668,1.902,35.185,1.158,2.449,9.401
29.576,30.438,19.502,20.484,1.998,35.618,1.193,2.48,9.632
